filename_csv,expt_folder_txt,SLR; log10(x); exc_std0; ct; grad,sample_id,SLR; log10(x); exc_std0; ct; mean_ng/L,dilution,specimen_type,collection_type,ct_mean_y,inv_dil,log10_inv_dil,m,c,efficiency,R2,source_idx
230726_NfL-e34_kruti.csv,230726_e34_kruti,-3.264265610488301,EQC1_DHP140,353.1525,1.0,plasma,EDTA plasma,22.563499999999998,100.0,2.0,-3.255364093813842,28.531886758699113,1.0285480595809928,0.9514316580430549,0
230726_NfL-e34_kruti.csv,230726_e34_kruti,-3.264265610488301,EQC1_DHP140,984.7363,10.0,plasma,EDTA plasma,24.374000000000002,10.0,1.0,-3.255364093813842,28.531886758699113,1.0285480595809928,0.9514316580430549,0
230726_NfL-e34_kruti.csv,230726_e34_kruti,-3.264265610488301,EQC1_DHP140,593.9579,40.0,plasma,EDTA plasma,27.056,2.5,0.3979400086720376,-3.255364093813842,28.531886758699113,1.0285480595809928,0.9514316580430549,0
230726_NfL-e34_kruti.csv,230726_e34_kruti,-3.264265610488301,EQC1_DHP140,358.507,160.0,plasma,EDTA plasma,29.737000000000002,0.625,-0.2041199826559248,-3.255364093813842,28.531886758699113,1.0285480595809928,0.9514316580430549,0
230831_NfL-e40_kruti.csv,230831_e40_kruti,-3.426980615822075,EQC1_DHP140,135.8081,5.0,plasma,EDTA plasma,23.5905,20.0,1.3010299956639813,-3.616333972296755,28.286208972296755,0.8902669149050195,0.9995486876432069,1
230831_NfL-e40_kruti.csv,230831_e40_kruti,-3.426980615822075,EQC1_DHP140,131.2551,20.0,plasma,EDTA plasma,25.7045,5.0,0.6989700043360189,-3.616333972296755,28.286208972296755,0.8902669149050195,0.9995486876432069,1
230831_NfL-e40_kruti.csv,230831_e40_kruti,-3.426980615822075,EQC1_DHP140,111.0902,80.0,plasma,EDTA plasma,28.016,1.25,0.09691001300805642,-3.616333972296755,28.286208972296755,0.8902669149050195,0.9995486876432069,1
230831_NfL-e40_kruti.csv,230831_e40_kruti,-3.426980615822075,EQC1_DHP140,111.2207,320.0,plasma,EDTA plasma,30.0775,0.3125,-0.5051499783199059,-3.616333972296755,28.286208972296755,0.8902669149050195,0.9995486876432069,1
240321_NfL-e60_kruti.csv,240321_e60_kruti,-3.3471193829402592,NFL004LH,3.079,4.0,plasma,Li Hep Blood,25.78,25.0,1.3979400086720377,-2.5260968096210097,29.171749143823856,1.488098944242683,0.9595028087226689,2
240321_NfL-e60_kruti.csv,240321_e60_kruti,-3.3471193829402592,NFL004LH,4.6328,18.0,plasma,Li Hep Blood,27.372500000000002,5.555555555555555,0.7447274948966939,-2.5260968096210097,29.171749143823856,1.488098944242683,0.9595028087226689,2
240321_NfL-e60_kruti.csv,240321_e60_kruti,-3.3471193829402592,NFL004LH,10.3029,71.0,plasma,Li Hep Blood,28.2055,1.4084507042253522,0.14874165128092476,-2.5260968096210097,29.171749143823856,1.488098944242683,0.9595028087226689,2
240321_NfL-e60_kruti.csv,240321_e60_kruti,-3.3471193829402592,NFL004LH,7.4945,286.0,plasma,Li Hep Blood,30.6935,0.34965034965034963,-0.456366033129043,-2.5260968096210097,29.171749143823856,1.488098944242683,0.9595028087226689,2
240704_NfL-e73_jeff.csv,240704_e73_jeff,-3.36735275738253,NFL004LH,17.0938,10.0,plasma,Li Hep Blood,26.028,10.0,1.0,-3.327858870884454,29.35277063559034,0.997530927380148,0.9994904652420916,3
240704_NfL-e73_jeff.csv,240704_e73_jeff,-3.36735275738253,NFL004LH,16.9078,10.0,plasma,Li Hep Blood,26.028,10.0,1.0,-3.327858870884454,29.35277063559034,0.997530927380148,0.9994904652420916,3
240704_NfL-e73_jeff.csv,240704_e73_jeff,-3.36735275738253,NFL004LH,16.8062,50.0,plasma,Li Hep Blood,28.3985,2.0,0.3010299956639812,-3.327858870884454,29.35277063559034,0.997530927380148,0.9994904652420916,3
240704_NfL-e73_jeff.csv,240704_e73_jeff,-3.36735275738253,NFL004LH,19.1205,250.0,plasma,Li Hep Blood,30.563499999999998,0.4,-0.3979400086720376,-3.327858870884454,29.35277063559034,0.997530927380148,0.9994904652420916,3
240704_NfL-e73_jeff.csv,240704_e73_jeff,-3.36735275738253,NFL004LH,17.306,1250.0,plasma,Li Hep Blood,33.063,0.08,-1.0969100130080565,-3.327858870884454,29.35277063559034,0.997530927380148,0.9994904652420916,3
230803_NfL-e36_kruti.csv,230803_e36_kruti,-3.278235545198372,00015TM,21.3234,1.0,plasma,Li Hep Blood,28.005000000000003,100.0,2.0,-2.191218999427801,31.349464780439874,1.8600062436766,0.7046053938839303,4
230803_NfL-e36_kruti.csv,230803_e36_kruti,-3.278235545198372,00015TM,346.5719,10.0,plasma,Li Hep Blood,27.313499999999998,10.0,1.0,-2.191218999427801,31.349464780439874,1.8600062436766,0.7046053938839303,4
230803_NfL-e36_kruti.csv,230803_e36_kruti,-3.278235545198372,00015TM,162.3331,40.0,plasma,Li Hep Blood,30.367,2.5,0.3979400086720376,-2.191218999427801,31.349464780439874,1.8600062436766,0.7046053938839303,4
230803_NfL-e36_kruti.csv,230803_e36_kruti,-3.278235545198372,00015TM,124.8916,160.0,plasma,Li Hep Blood,32.714,0.625,-0.2041199826559248,-2.191218999427801,31.349464780439874,1.8600062436766,0.7046053938839303,4
230907_NfL-e41_kruti.csv,230907_e41_kruti,-3.462483818011046,00015TM,39.5562,5.0,plasma,Li Hep Blood,25.7025,20.0,1.3010299956639813,-3.5944092468704953,30.402484246870497,0.8976225564035343,0.9996162071774931,5
